benchmark,samples,method,repeat,milliseconds,objects,seed
relation_filter,,indexed_gate_filter,9,3.0546,2048.0,5.0
relation_filter,,dense_boolean_gate,0,0.023,64.0,6.0
relation_filter,,dense_boolean_gate,1,0.0223,64.0,6.0
relation_filter,,dense_boolean_gate,2,0.022,64.0,6.0
relation_filter,,dense_boolean_gate,3,0.0219,64.0,6.0
relation_filter,,dense_boolean_gate,4,0.0226,64.0,6.0
relation_filter,,dense_boolean_gate,5,0.026,64.0,6.0
relation_filter,,dense_boolean_gate,6,0.0221,64.0,6.0
relation_filter,,dense_boolean_gate,7,0.0217,64.0,6.0
relation_filter,,dense_boolean_gate,8,0.022,64.0,6.0
relation_filter,,dense_boolean_gate,9,0.0215,64.0,6.0
relation_filter,,indexed_gate_filter,0,0.0917,64.0,6.0
relation_filter,,indexed_gate_filter,1,0.0949,64.0,6.0
relation_filter,,indexed_gate_filter,2,0.0942,64.0,6.0
relation_filter,,indexed_gate_filter,3,0.0934,64.0,6.0
relation_filter,,indexed_gate_filter,4,0.0953,64.0,6.0
relation_filter,,indexed_gate_filter,5,0.0939,64.0,6.0
relation_filter,,indexed_gate_filter,6,0.0926,64.0,6.0
relation_filter,,indexed_gate_filter,7,0.0929,64.0,6.0
relation_filter,,indexed_gate_filter,8,0.095,64.0,6.0
relation_filter,,indexed_gate_filter,9,0.0944,64.0,6.0
relation_filter,,dense_boolean_gate,0,0.0511,128.0,6.0
relation_filter,,dense_boolean_gate,1,0.0512,128.0,6.0
relation_filter,,dense_boolean_gate,2,0.051,128.0,6.0
relation_filter,,dense_boolean_gate,3,0.0512,128.0,6.0
relation_filter,,dense_boolean_gate,4,0.0498,128.0,6.0
relation_filter,,dense_boolean_gate,5,0.0492,128.0,6.0
relation_filter,,dense_boolean_gate,6,0.0493,128.0,6.0
relation_filter,,dense_boolean_gate,7,0.0496,128.0,6.0
relation_filter,,dense_boolean_gate,8,0.0488,128.0,6.0
relation_filter,,dense_boolean_gate,9,0.0497,128.0,6.0
relation_filter,,indexed_gate_filter,0,0.1916,128.0,6.0
relation_filter,,indexed_gate_filter,1,0.1807,128.0,6.0
relation_filter,,indexed_gate_filter,2,0.1801,128.0,6.0
relation_filter,,indexed_gate_filter,3,0.1819,128.0,6.0
relation_filter,,indexed_gate_filter,4,0.1803,128.0,6.0
relation_filter,,indexed_gate_filter,5,0.1809,128.0,6.0
relation_filter,,indexed_gate_filter,6,0.1799,128.0,6.0
relation_filter,,indexed_gate_filter,7,0.1779,128.0,6.0
relation_filter,,indexed_gate_filter,8,0.1772,128.0,6.0
relation_filter,,indexed_gate_filter,9,0.1751,128.0,6.0
relation_filter,,dense_boolean_gate,0,0.1666,256.0,6.0
relation_filter,,dense_boolean_gate,1,0.1668,256.0,6.0
relation_filter,,dense_boolean_gate,2,0.1695,256.0,6.0
relation_filter,,dense_boolean_gate,3,0.1707,256.0,6.0
relation_filter,,dense_boolean_gate,4,0.1701,256.0,6.0
relation_filter,,dense_boolean_gate,5,0.1699,256.0,6.0
relation_filter,,dense_boolean_gate,6,0.1716,256.0,6.0
relation_filter,,dense_boolean_gate,7,0.1704,256.0,6.0
relation_filter,,dense_boolean_gate,8,0.1709,256.0,6.0
relation_filter,,dense_boolean_gate,9,0.1705,256.0,6.0
relation_filter,,indexed_gate_filter,0,0.3654,256.0,6.0
relation_filter,,indexed_gate_filter,1,0.3617,256.0,6.0
relation_filter,,indexed_gate_filter,2,0.3552,256.0,6.0
relation_filter,,indexed_gate_filter,3,0.3537,256.0,6.0
relation_filter,,indexed_gate_filter,4,0.3546,256.0,6.0
relation_filter,,indexed_gate_filter,5,0.352,256.0,6.0
relation_filter,,indexed_gate_filter,6,0.3518,256.0,6.0
relation_filter,,indexed_gate_filter,7,0.354,256.0,6.0
relation_filter,,indexed_gate_filter,8,0.3522,256.0,6.0
relation_filter,,indexed_gate_filter,9,0.3617,256.0,6.0
relation_filter,,dense_boolean_gate,0,1.0481,512.0,6.0
relation_filter,,dense_boolean_gate,1,0.9353,512.0,6.0
relation_filter,,dense_boolean_gate,2,0.9612,512.0,6.0
relation_filter,,dense_boolean_gate,3,0.9289,512.0,6.0
relation_filter,,dense_boolean_gate,4,0.9359,512.0,6.0
relation_filter,,dense_boolean_gate,5,0.9787,512.0,6.0
relation_filter,,dense_boolean_gate,6,0.9335,512.0,6.0
relation_filter,,dense_boolean_gate,7,0.9943,512.0,6.0
relation_filter,,dense_boolean_gate,8,0.9371,512.0,6.0
relation_filter,,dense_boolean_gate,9,0.9767,512.0,6.0
relation_filter,,indexed_gate_filter,0,0.7461,512.0,6.0
relation_filter,,indexed_gate_filter,1,0.7352,512.0,6.0
relation_filter,,indexed_gate_filter,2,0.7179,512.0,6.0
relation_filter,,indexed_gate_filter,3,0.6893,512.0,6.0
relation_filter,,indexed_gate_filter,4,0.7049,512.0,6.0
relation_filter,,indexed_gate_filter,5,0.8057,512.0,6.0
relation_filter,,indexed_gate_filter,6,0.7711,512.0,6.0
relation_filter,,indexed_gate_filter,7,0.7226,512.0,6.0
relation_filter,,indexed_gate_filter,8,0.7554,512.0,6.0
relation_filter,,indexed_gate_filter,9,0.7205,512.0,6.0
relation_filter,,dense_boolean_gate,0,5.3905,1024.0,6.0
relation_filter,,dense_boolean_gate,1,5.0007,1024.0,6.0
relation_filter,,dense_boolean_gate,2,4.9007,1024.0,6.0
relation_filter,,dense_boolean_gate,3,4.8306,1024.0,6.0
relation_filter,,dense_boolean_gate,4,5.9407,1024.0,6.0
relation_filter,,dense_boolean_gate,5,4.8555,1024.0,6.0
relation_filter,,dense_boolean_gate,6,4.6012,1024.0,6.0
relation_filter,,dense_boolean_gate,7,5.1225,1024.0,6.0
relation_filter,,dense_boolean_gate,8,4.6739,1024.0,6.0
relation_filter,,dense_boolean_gate,9,4.642,1024.0,6.0
relation_filter,,indexed_gate_filter,0,1.5035,1024.0,6.0
relation_filter,,indexed_gate_filter,1,1.5211,1024.0,6.0
relation_filter,,indexed_gate_filter,2,1.5078,1024.0,6.0
relation_filter,,indexed_gate_filter,3,1.5435,1024.0,6.0
relation_filter,,indexed_gate_filter,4,1.5429,1024.0,6.0
relation_filter,,indexed_gate_filter,5,1.5317,1024.0,6.0
relation_filter,,indexed_gate_filter,6,1.5494,1024.0,6.0
relation_filter,,indexed_gate_filter,7,1.5283,1024.0,6.0
relation_filter,,indexed_gate_filter,8,2.8871,1024.0,6.0
relation_filter,,indexed_gate_filter,9,1.9807,1024.0,6.0
relation_filter,,dense_boolean_gate,0,23.4383,2048.0,6.0
relation_filter,,dense_boolean_gate,1,21.9755,2048.0,6.0
relation_filter,,dense_boolean_gate,2,21.7848,2048.0,6.0
relation_filter,,dense_boolean_gate,3,20.4597,2048.0,6.0
relation_filter,,dense_boolean_gate,4,19.9091,2048.0,6.0
relation_filter,,dense_boolean_gate,5,22.6407,2048.0,6.0
relation_filter,,dense_boolean_gate,6,22.2216,2048.0,6.0
relation_filter,,dense_boolean_gate,7,22.6963,2048.0,6.0
relation_filter,,dense_boolean_gate,8,23.6928,2048.0,6.0
relation_filter,,dense_boolean_gate,9,26.2019,2048.0,6.0
relation_filter,,indexed_gate_filter,0,3.0314,2048.0,6.0
relation_filter,,indexed_gate_filter,1,2.9992,2048.0,6.0
relation_filter,,indexed_gate_filter,2,3.2699,2048.0,6.0
relation_filter,,indexed_gate_filter,3,3.1332,2048.0,6.0
relation_filter,,indexed_gate_filter,4,3.2991,2048.0,6.0
relation_filter,,indexed_gate_filter,5,3.1472,2048.0,6.0
relation_filter,,indexed_gate_filter,6,3.0575,2048.0,6.0
relation_filter,,indexed_gate_filter,7,3.1272,2048.0,6.0
relation_filter,,indexed_gate_filter,8,3.2893,2048.0,6.0
relation_filter,,indexed_gate_filter,9,3.223,2048.0,6.0
relation_filter,,dense_boolean_gate,0,0.0219,64.0,7.0
relation_filter,,dense_boolean_gate,1,0.0224,64.0,7.0
relation_filter,,dense_boolean_gate,2,0.0215,64.0,7.0
relation_filter,,dense_boolean_gate,3,0.0216,64.0,7.0
relation_filter,,dense_boolean_gate,4,0.0214,64.0,7.0
relation_filter,,dense_boolean_gate,5,0.0223,64.0,7.0
relation_filter,,dense_boolean_gate,6,0.0215,64.0,7.0
relation_filter,,dense_boolean_gate,7,0.0213,64.0,7.0
relation_filter,,dense_boolean_gate,8,0.0213,64.0,7.0
relation_filter,,dense_boolean_gate,9,0.0222,64.0,7.0
relation_filter,,indexed_gate_filter,0,0.0914,64.0,7.0
relation_filter,,indexed_gate_filter,1,0.0951,64.0,7.0
relation_filter,,indexed_gate_filter,2,0.0906,64.0,7.0
relation_filter,,indexed_gate_filter,3,0.0908,64.0,7.0
relation_filter,,indexed_gate_filter,4,0.0906,64.0,7.0
relation_filter,,indexed_gate_filter,5,0.0906,64.0,7.0
relation_filter,,indexed_gate_filter,6,0.0902,64.0,7.0
relation_filter,,indexed_gate_filter,7,0.0907,64.0,7.0
relation_filter,,indexed_gate_filter,8,0.0903,64.0,7.0
relation_filter,,indexed_gate_filter,9,0.0929,64.0,7.0
relation_filter,,dense_boolean_gate,0,0.0494,128.0,7.0
relation_filter,,dense_boolean_gate,1,0.048,128.0,7.0
relation_filter,,dense_boolean_gate,2,0.0483,128.0,7.0
relation_filter,,dense_boolean_gate,3,0.0487,128.0,7.0
relation_filter,,dense_boolean_gate,4,0.0482,128.0,7.0
relation_filter,,dense_boolean_gate,5,0.0482,128.0,7.0
relation_filter,,dense_boolean_gate,6,0.0478,128.0,7.0
relation_filter,,dense_boolean_gate,7,0.0498,128.0,7.0
relation_filter,,dense_boolean_gate,8,0.0503,128.0,7.0
relation_filter,,dense_boolean_gate,9,0.0499,128.0,7.0
relation_filter,,indexed_gate_filter,0,0.1631,128.0,7.0
relation_filter,,indexed_gate_filter,1,0.1689,128.0,7.0
relation_filter,,indexed_gate_filter,2,0.1698,128.0,7.0
relation_filter,,indexed_gate_filter,3,0.1735,128.0,7.0
relation_filter,,indexed_gate_filter,4,0.1814,128.0,7.0
relation_filter,,indexed_gate_filter,5,0.1634,128.0,7.0
relation_filter,,indexed_gate_filter,6,0.1689,128.0,7.0
relation_filter,,indexed_gate_filter,7,0.1678,128.0,7.0
relation_filter,,indexed_gate_filter,8,0.1649,128.0,7.0
relation_filter,,indexed_gate_filter,9,0.1633,128.0,7.0
relation_filter,,dense_boolean_gate,0,0.1621,256.0,7.0
relation_filter,,dense_boolean_gate,1,0.1682,256.0,7.0
relation_filter,,dense_boolean_gate,2,0.1625,256.0,7.0
relation_filter,,dense_boolean_gate,3,0.1634,256.0,7.0
relation_filter,,dense_boolean_gate,4,0.1621,256.0,7.0
relation_filter,,dense_boolean_gate,5,0.1651,256.0,7.0
relation_filter,,dense_boolean_gate,6,0.1707,256.0,7.0
relation_filter,,dense_boolean_gate,7,0.1905,256.0,7.0
relation_filter,,dense_boolean_gate,8,0.1757,256.0,7.0
relation_filter,,dense_boolean_gate,9,0.1766,256.0,7.0
relation_filter,,indexed_gate_filter,0,0.3533,256.0,7.0
relation_filter,,indexed_gate_filter,1,0.3461,256.0,7.0
relation_filter,,indexed_gate_filter,2,0.357,256.0,7.0
relation_filter,,indexed_gate_filter,3,0.3534,256.0,7.0
relation_filter,,indexed_gate_filter,4,0.3393,256.0,7.0
relation_filter,,indexed_gate_filter,5,0.3364,256.0,7.0
relation_filter,,indexed_gate_filter,6,0.3474,256.0,7.0
relation_filter,,indexed_gate_filter,7,0.3376,256.0,7.0
relation_filter,,indexed_gate_filter,8,0.3382,256.0,7.0
relation_filter,,indexed_gate_filter,9,0.504,256.0,7.0
relation_filter,,dense_boolean_gate,0,0.9146,512.0,7.0
relation_filter,,dense_boolean_gate,1,0.9244,512.0,7.0
relation_filter,,dense_boolean_gate,2,0.9282,512.0,7.0
relation_filter,,dense_boolean_gate,3,0.927,512.0,7.0
relation_filter,,dense_boolean_gate,4,0.9244,512.0,7.0
relation_filter,,dense_boolean_gate,5,0.9192,512.0,7.0
relation_filter,,dense_boolean_gate,6,1.0791,512.0,7.0
relation_filter,,dense_boolean_gate,7,1.0554,512.0,7.0
relation_filter,,dense_boolean_gate,8,0.9287,512.0,7.0
relation_filter,,dense_boolean_gate,9,0.9304,512.0,7.0
relation_filter,,indexed_gate_filter,0,0.7267,512.0,7.0
relation_filter,,indexed_gate_filter,1,0.6897,512.0,7.0
relation_filter,,indexed_gate_filter,2,0.6826,512.0,7.0
relation_filter,,indexed_gate_filter,3,0.6911,512.0,7.0
relation_filter,,indexed_gate_filter,4,0.684,512.0,7.0
relation_filter,,indexed_gate_filter,5,0.682,512.0,7.0
relation_filter,,indexed_gate_filter,6,0.6817,512.0,7.0
relation_filter,,indexed_gate_filter,7,0.682,512.0,7.0
relation_filter,,indexed_gate_filter,8,0.6815,512.0,7.0
relation_filter,,indexed_gate_filter,9,0.6795,512.0,7.0
relation_filter,,dense_boolean_gate,0,4.8589,1024.0,7.0
relation_filter,,dense_boolean_gate,1,4.6545,1024.0,7.0
relation_filter,,dense_boolean_gate,2,4.9108,1024.0,7.0
relation_filter,,dense_boolean_gate,3,5.0882,1024.0,7.0
relation_filter,,dense_boolean_gate,4,4.8613,1024.0,7.0
relation_filter,,dense_boolean_gate,5,4.8265,1024.0,7.0
relation_filter,,dense_boolean_gate,6,5.3229,1024.0,7.0
relation_filter,,dense_boolean_gate,7,4.9665,1024.0,7.0
relation_filter,,dense_boolean_gate,8,5.0585,1024.0,7.0
relation_filter,,dense_boolean_gate,9,5.5569,1024.0,7.0
relation_filter,,indexed_gate_filter,0,1.4734,1024.0,7.0
relation_filter,,indexed_gate_filter,1,1.4604,1024.0,7.0
relation_filter,,indexed_gate_filter,2,1.4609,1024.0,7.0
relation_filter,,indexed_gate_filter,3,1.4918,1024.0,7.0
relation_filter,,indexed_gate_filter,4,1.5281,1024.0,7.0
relation_filter,,indexed_gate_filter,5,1.4816,1024.0,7.0
relation_filter,,indexed_gate_filter,6,1.4999,1024.0,7.0
relation_filter,,indexed_gate_filter,7,1.4771,1024.0,7.0
relation_filter,,indexed_gate_filter,8,1.4858,1024.0,7.0
relation_filter,,indexed_gate_filter,9,1.4788,1024.0,7.0
relation_filter,,dense_boolean_gate,0,20.2726,2048.0,7.0
relation_filter,,dense_boolean_gate,1,20.3512,2048.0,7.0
relation_filter,,dense_boolean_gate,2,21.1851,2048.0,7.0
relation_filter,,dense_boolean_gate,3,18.7127,2048.0,7.0
relation_filter,,dense_boolean_gate,4,18.817,2048.0,7.0
relation_filter,,dense_boolean_gate,5,19.2096,2048.0,7.0
relation_filter,,dense_boolean_gate,6,19.5608,2048.0,7.0
relation_filter,,dense_boolean_gate,7,20.3078,2048.0,7.0
relation_filter,,dense_boolean_gate,8,20.7468,2048.0,7.0
relation_filter,,dense_boolean_gate,9,20.046,2048.0,7.0
relation_filter,,indexed_gate_filter,0,2.8992,2048.0,7.0
relation_filter,,indexed_gate_filter,1,2.8314,2048.0,7.0
relation_filter,,indexed_gate_filter,2,2.8255,2048.0,7.0
relation_filter,,indexed_gate_filter,3,2.8458,2048.0,7.0
relation_filter,,indexed_gate_filter,4,3.1274,2048.0,7.0
relation_filter,,indexed_gate_filter,5,2.957,2048.0,7.0
relation_filter,,indexed_gate_filter,6,2.9112,2048.0,7.0
relation_filter,,indexed_gate_filter,7,2.9213,2048.0,7.0
relation_filter,,indexed_gate_filter,8,2.8951,2048.0,7.0
relation_filter,,indexed_gate_filter,9,3.0554,2048.0,7.0
