task_id,neighborhood,offset_count,exception_count,model_description_bits,wrapper_description_bits,total_description_bits,binary4_gate_upper_bound,onehot_gate_upper_bound,binary4_state_bits_per_cell,onehot_state_bits_per_cell,onehot_boundary_input_states,test_cells,binary4_dynamic_gate_upper_bound,onehot_dynamic_gate_upper_bound,compiled_checked,compiled_equivalent,binary4_invalid_rate,onehot_invalid_rate,direct_median_seconds,direct_p95_seconds,binary4_median_seconds,binary4_p95_seconds,onehot_median_seconds,onehot_p95_seconds,compile_skip_reason,dataset,split
c4d1a9ae,moore_r1,9,35,1477,8,1485,2632,1365,4,10,11,80,210560,109200,1.0,1.0,0.0,0.0,0.00017532892525196075,0.00018562504556030035,0.0012421709252521396,0.0012815749505534768,0.0010122499661520123,0.0010312210069969296,,ARC-AGI-2,training
c7d4e6ad,von_neumann_r2,13,25,1500,8,1508,2646,1075,4,10,11,100,264600,107500,1.0,1.0,0.0,0.0,0.00024385692086070776,0.000268921023234725,0.0009460599394515157,0.0009700549999251962,0.000890333903953433,0.0009132620180025697,,ARC-AGI-2,training
c8f0f002,center,1,1,24,8,32,17,31,4,10,11,15,255,465,1.0,1.0,0.0,0.0,4.0308921597898006e-05,5.601905286312103e-05,8.905294816941023e-05,0.00010528694838285446,8.038606029003859e-05,8.937297388911247e-05,,ARC-AGI-2,training
c9680e90,von_neumann_r2,13,37,2173,8,2181,3065,1591,4,10,11,121,370865,192511,1.0,1.0,0.0,0.0,0.000289164949208498,0.0003003260353580117,0.001404048060066998,0.0014231669483706355,0.0013086739927530289,0.001324567012488842,,ARC-AGI-2,training
cc9053aa,moore_r2,25,47,5062,8,5070,8920,2585,4,10,11,81,722520,209385,1.0,1.0,0.0,0.0,0.0002702659694477916,0.00028447399381548166,0.0016583169344812632,0.0016918639885261655,0.0022380549926310778,0.0022578260395675898,,ARC-AGI-2,training
ce039d91,moore_r2,25,58,6206,8,6214,11164,3190,4,10,11,100,1116400,319000,1.0,1.0,0.0,0.0,0.0003250980516895652,0.00033642095513641834,0.0020895199850201607,0.002102814964018762,0.002784847980365157,0.0027911000652238727,,ARC-AGI-2,training
ce22a75a,moore_r1,9,21,916,8,924,1642,819,4,10,11,81,133002,66339,1.0,1.0,0.0,0.0,0.00018289010040462017,0.00019549299031496048,0.0007950450526550412,0.0008456989889964461,0.0006498440634459257,0.000660624005831778,,ARC-AGI-2,training
d037b0a7,moore_r1,9,10,475,8,483,746,390,4,10,11,9,6714,3510,1.0,1.0,0.0,0.0,4.369090311229229e-05,5.392904859036207e-05,0.00036269600968807936,0.0003754949430003762,0.00032380293123424053,0.00033890700433403254,,ARC-AGI-2,training
d23f8c26,center_wire_+1_-1,2,11,161,8,169,272,352,4,10,11,49,13328,17248,1.0,1.0,0.0,0.0,8.63169552758336e-05,9.849201887845993e-05,0.00039569102227687836,0.0004166609141975641,0.00026060896925628185,0.00027286901604384184,,ARC-AGI-2,training
d2abd087,moore_r2,25,79,8391,8,8399,15064,4345,4,10,11,100,1506400,434500,1.0,1.0,0.0,0.0,0.0003271959722042084,0.00034333590883761644,0.002800417016260326,0.0028181959642097354,0.0037356120301410556,0.003742635017260909,,ARC-AGI-2,training
d2acf2cb,von_neumann_r2,13,36,2117,8,2125,3577,1548,4,10,11,90,321930,139320,1.0,1.0,0.0,0.0,0.00022304605226963758,0.000235562096349895,0.0013056149473413825,0.001331328065134585,0.0012272220337763429,0.001237130956724286,,ARC-AGI-2,training
d364b489,von_neumann_r1,5,15,409,8,417,741,525,4,10,11,100,74100,52500,1.0,1.0,0.0,0.0,0.0001859100302681327,0.00019397004507482052,0.0005721369525417686,0.0005846959538757801,0.0004119329387322068,0.0004246900789439678,,ARC-AGI-2,training
d492a647,moore_r2,25,48,5166,8,5174,9180,2640,4,10,11,255,2340900,673200,1.0,1.0,0.0,0.0,0.0007787990616634488,0.0007986109703779221,0.0021094640251249075,0.002121009980328381,0.00267262093257159,0.002689469954930246,,ARC-AGI-2,training
d511f180,center,1,2,32,8,40,37,62,4,10,11,16,592,992,1.0,1.0,0.0,0.0,4.163396079093218e-05,5.079503171145916e-05,0.00011952593922615051,0.00013228098396211863,9.8054064437747e-05,0.0001058200141415,,ARC-AGI-2,training
d5d6de2d,von_neumann_r2,13,61,3517,8,3525,6685,2623,4,10,11,725,4846625,1901675,1.0,1.0,0.0,0.0,0.0016588210128247738,0.0016858020098879933,0.005610196036286652,0.005720449029468,0.005102994036860764,0.005110663012601435,,ARC-AGI-2,training
d6542281,von_neumann_r2,13,26,1556,8,1564,2663,1118,4,10,11,1105,2942615,1235390,1.0,1.0,0.0,0.0,0.002472655032761395,0.0025096359895542264,0.003105123993009329,0.0031496030278503895,0.002724589081481099,0.0027572440449148417,,ARC-AGI-2,training
d6e50e54,moore_r2,25,55,5894,8,5902,8784,3025,4,10,11,256,2248704,774400,1.0,1.0,0.0,0.0,0.0007972819730639458,0.0008142419392243028,0.00238717591855675,0.0024158459855243564,0.003008096944540739,0.0030251230346038938,,ARC-AGI-2,training
d90796e8,von_neumann_r1,5,11,312,8,320,531,385,4,10,11,63,33453,24255,1.0,1.0,0.0,0.0,0.00012476800475269556,0.00013576599303632975,0.000419155927374959,0.0004366759676486254,0.0003168830880895257,0.0003284960985183716,,ARC-AGI-2,training
dc1df850,moore_r1,9,25,1076,8,1084,1969,975,4,10,11,100,196900,97500,1.0,1.0,0.0,0.0,0.00021538801956921816,0.00022774795070290565,0.0009323329431936145,0.0009444099850952625,0.0007607470033690333,0.0007776929996907711,,ARC-AGI-2,training
dc2aa30b,moore_r2,25,122,12863,8,12871,22841,6710,4,10,11,121,2763761,811910,1.0,1.0,0.0,0.0,0.00039067910984158516,0.0004032799042761326,0.007201195927336812,0.009084837976843119,0.01050796196796,0.010550627019256353,,ARC-AGI-2,training
dc433765,moore_r2,25,13,1524,8,1532,2514,715,4,10,11,130,326820,92950,1.0,1.0,0.0,0.0,0.00044745695777237415,0.0004781830357387662,0.001050041988492012,0.0010835700668394566,0.0013996569905430079,0.0014204749604687095,,ARC-AGI-2,training
df978a02,moore_r2,25,16,1837,8,1845,2888,880,4,10,11,256,739328,225280,1.0,1.0,0.0,0.0,0.0007808079244568944,0.0008187299827113748,0.0008234999841079116,0.0008422159589827061,0.0010037249885499477,0.001017688075080514,,ARC-AGI-2,training
e0fb7511,von_neumann_r1,5,24,625,8,633,1180,840,4,10,11,169,199420,141960,1.0,1.0,0.0,0.0,0.00029532506596297026,0.0003090599784627557,0.000955257099121809,0.0009969340171664953,0.0006622630171477795,0.0006942700129002333,,ARC-AGI-2,training
e2092e0c,von_neumann_r2,13,48,2789,8,2797,5228,2064,4,10,11,225,1176300,464400,1.0,1.0,0.0,0.0,0.0005097700050100684,0.0005240379832684994,0.002026687958277762,0.0021459729177877307,0.001806589076295495,0.0018194810254499316,,ARC-AGI-2,training
e21a174a,moore_r2,25,145,15258,8,15266,28238,7975,4,10,11,179,5054602,1427525,1.0,1.0,0.0,0.0,0.0006114279385656118,0.0006348639726638794,0.009950647945515811,0.00999312603380531,0.013494010083377361,0.013553743017837405,,ARC-AGI-2,training
e26a3af2,von_neumann_r1,5,89,2187,8,2195,3944,3115,4,10,11,225,887400,700875,1.0,1.0,0.0,0.0,0.0003749460447579622,0.00039708102121949196,0.0033837170340120792,0.0034083439968526363,0.0022919150069355965,0.002298066974617541,,ARC-AGI-2,training
e39e9282,von_neumann_r2,13,46,2677,8,2685,4380,1978,4,10,11,169,740220,334282,1.0,1.0,0.0,0.0,0.0003937359433621168,0.00041761703323572874,0.0018017049878835678,0.0018543120240792632,0.001659621950238943,0.0016875889850780368,,ARC-AGI-2,training
e3fe1151,von_neumann_r1,5,12,336,8,344,490,420,4,10,11,25,12250,10500,1.0,1.0,0.0,0.0,6.384099833667278e-05,7.470499258488417e-05,0.0004262879956513643,0.00044159393291920424,0.00031878892332315445,0.0003340659895911813,,ARC-AGI-2,training
e40b9e2f,von_neumann_r2,13,15,940,8,948,1672,645,4,10,11,100,167200,64500,1.0,1.0,0.0,0.0,0.00024339300580322742,0.0002537949476391077,0.0005941769341006875,0.0006140880286693573,0.0005736179882660508,0.0005847440334036946,,ARC-AGI-2,training
e5062a87,von_neumann_r2,13,32,1893,8,1901,3320,1376,4,10,11,100,332000,137600,1.0,1.0,0.0,0.0,0.0002453980268910527,0.00025704200379550457,0.0012135329889133573,0.001230360008776188,0.001117708976380527,0.0011296269949525595,,ARC-AGI-2,training
e69241bd,von_neumann_r2,13,57,3293,8,3301,5839,2451,4,10,11,81,472959,198531,1.0,1.0,0.0,0.0,0.00020716898143291473,0.0002195819979533553,0.001989259966649115,0.002018215018324554,0.0018748249858617783,0.00187940604519099,,ARC-AGI-2,training
e73095fd,moore_r2,25,45,4854,8,4862,8440,2475,4,10,11,288,2430720,712800,1.0,1.0,0.0,0.0,0.0008727910462766886,0.0008975260425359011,0.002065206994302571,0.0020862739766016603,0.002557812025770545,0.0025776249822229147,,ARC-AGI-2,training
e734a0e8,moore_r2,25,32,3502,8,3510,5164,1760,4,10,11,289,1492396,508640,1.0,1.0,0.0,0.0,0.0008873589104041457,0.0008996609831228852,0.0015259810024872422,0.0015503580216318369,0.0018804669380187988,0.0018947409698739648,,ARC-AGI-2,training
e74e1818,von_neumann_r2,13,62,3573,8,3581,6635,2666,4,10,11,225,1492875,599850,1.0,1.0,0.0,0.0,0.0005080250557512045,0.0005238399608060718,0.00251565407961607,0.0025491020642220974,0.002299221931025386,0.0023181800497695804,,ARC-AGI-2,training
e76a88a6,moore_r2,25,39,4230,8,4238,7159,2145,4,10,11,100,715900,214500,1.0,1.0,0.0,0.0,0.0003256609197705984,0.0003355588996782899,0.001448177034035325,0.0014702660264447331,0.0019127500709146261,0.0019247849704697728,,ARC-AGI-2,training
e7dd8335,moore_r2,25,29,3189,8,3197,5640,1595,4,10,11,99,558360,157905,1.0,1.0,0.0,0.0,0.00032032793387770653,0.0003328620223328471,0.0010951879667118192,0.0011215299600735307,0.001457015983760357,0.0014635310508310795,,ARC-AGI-2,training
e8593010,von_neumann_r2,13,74,4246,8,4254,7104,3182,4,10,11,100,710400,318200,1.0,1.0,0.0,0.0,0.0002498700050637126,0.00026446697302162647,0.0025690479669719934,0.002608364913612604,0.0024320019874721766,0.0024410790065303445,,ARC-AGI-2,training
e88171ec,moore_r1,9,1,111,8,119,84,39,4,10,11,441,37044,17199,1.0,1.0,0.0,0.0,0.0008391680894419551,0.000844858936034143,0.00017578806728124619,0.00029297301080077887,0.0001785529311746359,0.0001911139115691185,,ARC-AGI-2,training
ea786f4a,von_neumann_r2,13,24,1444,8,1452,2268,1032,4,10,11,121,274428,124872,1.0,1.0,0.0,0.0,0.00028699496760964394,0.0003001920413225889,0.0009313520276919007,0.0010042310459539294,0.0008875039638951421,0.0009005829924717546,,ARC-AGI-2,training
ea959feb,moore_r2,25,152,15986,8,15994,27149,8360,4,10,11,550,14931950,4598000,1.0,1.0,0.0,0.0,0.001654106075875461,0.0016710269264876842,0.008234192035160959,0.008273449027910829,0.010189978056587279,0.010212660999968648,,ARC-AGI-2,training
ecaa0ec1,moore_r1,9,22,956,8,964,1753,858,4,10,11,121,212113,103818,1.0,1.0,0.0,0.0,0.0002480240073055029,0.00025946402456611395,0.0008429998997598886,0.0008972110226750374,0.0007069919956848025,0.0007567380089312792,,ARC-AGI-2,training
ecb67b6d,von_neumann_r2,13,27,1612,8,1620,2260,1161,4,10,11,304,687040,352944,1.0,1.0,0.0,0.0,0.0006850330391898751,0.0007459459593519568,0.0013295519165694714,0.0013791039818897843,0.0011382820084691048,0.0011558770202100277,,ARC-AGI-2,training
ed36ccf7,von_neumann_r1,5,18,481,8,489,824,630,4,10,11,9,7416,5670,1.0,1.0,0.0,0.0,3.874290268868208e-05,4.700198769569397e-05,0.0005895589711144567,0.0006403640145435929,0.0004372549010440707,0.00044936698395758867,,ARC-AGI-2,training
ef135b50,moore_r2,25,29,3189,8,3197,5833,1595,4,10,11,100,583300,159500,1.0,1.0,0.0,0.0,0.00031915807630866766,0.00033101090230047703,0.001107883988879621,0.0011834419565275311,0.0014587059849873185,0.0014656150015071034,,ARC-AGI-2,training
ef26cbf6,von_neumann_r2,13,32,1893,8,1901,3312,1376,4,10,11,77,255024,105952,1.0,1.0,0.0,0.0,0.00019646494183689356,0.0002119080163538456,0.001160880085080862,0.0011801940854638815,0.001095813000574708,0.0011116790119558573,,ARC-AGI-2,training
f0100645,moore_r2,25,50,5374,8,5382,7691,2750,4,10,11,81,622971,222750,1.0,1.0,0.0,0.0,0.0002728459658101201,0.0002810440491884947,0.0017555849626660347,0.0018113140249624848,0.0023903619730845094,0.0023916868958622217,,ARC-AGI-2,training
f0df5ff0,moore_r1,9,90,3678,8,3686,7045,3510,4,10,11,225,1585125,789750,1.0,1.0,0.0,0.0,0.0004367029760032892,0.0004503719974309206,0.0035213499795645475,0.0035499209770932794,0.00278255098965019,0.0028010220266878605,,ARC-AGI-2,training
f0f8a26d,moore_r2,25,84,8911,8,8919,12558,4620,4,10,11,169,2122302,780780,1.0,1.0,0.0,0.0,0.0005176910199224949,0.0005280970362946391,0.0032351668924093246,0.0032517380313947797,0.004225331940688193,0.0042439529206603765,,ARC-AGI-2,training
f1bcbc2c,moore_r2,25,44,4750,8,4758,7702,2420,4,10,11,100,770200,242000,1.0,1.0,0.0,0.0,0.00032917503267526627,0.00033656007144600153,0.0016087989788502455,0.00163289497140795,0.0021432549692690372,0.002147174905985594,,ARC-AGI-2,training
f28a3cbb,moore_r1,9,34,1437,8,1445,2292,1326,4,10,11,81,185652,107406,1.0,1.0,0.0,0.0,0.0001759480219334364,0.00018646300304681063,0.001218210905790329,0.001227032975293696,0.0009830300696194172,0.001003455021418631,,ARC-AGI-2,training
f341894c,moore_r2,25,14,1628,8,1636,2525,770,4,10,11,324,818100,249480,1.0,1.0,0.0,0.0,0.0010160260135307908,0.0010307140182703733,0.0007938019698485732,0.0008108899928629398,0.0009529240196570754,0.0009714131010696292,,ARC-AGI-2,training
f3cdc58f,moore_r2,25,97,10263,8,10271,18935,5335,4,10,11,100,1893500,533500,1.0,1.0,0.0,0.0,0.00033454701770097017,0.0003442619927227497,0.003407982992939651,0.0034447730286046863,0.0045720599591732025,0.004578436957672238,,ARC-AGI-2,training
f76d97a5,von_neumann_r1,5,53,1322,8,1330,2238,1855,4,10,11,25,55950,46375,1.0,1.0,0.0,0.0,6.812508217990398e-05,8.124194573611021e-05,0.001655664062127471,0.0016704010777175426,0.0011968350736424327,0.0012087979121133685,,ARC-AGI-2,training
f823c43c,moore_r1,9,66,2718,8,2726,4501,2574,4,10,11,256,1152256,658944,1.0,1.0,0.0,0.0,0.0004944429965689778,0.000504680909216404,0.002682203077711165,0.002721623983234167,0.00212895090226084,0.0021587490336969495,,ARC-AGI-2,training
f8cc533f,moore_r2,25,25,2773,8,2781,4423,1375,4,10,11,844,3733012,1160500,1.0,1.0,0.0,0.0,0.0025644450215622783,0.002604409004561603,0.002797743072733283,0.002834689919836819,0.003331594984047115,0.0033646109513938427,,ARC-AGI-2,training
fc10701f,von_neumann_r2,13,30,1780,8,1788,2762,1290,4,10,11,676,1867112,872040,1.0,1.0,0.0,0.0,0.0015197399770841002,0.0015374310314655304,0.0018821629928424954,0.0018868899205699563,0.0016650930047035217,0.0016828549560159445,,ARC-AGI-2,training
fc754716,moore_r2,25,60,6414,8,6422,11084,3300,4,10,11,63,698292,207900,1.0,1.0,0.0,0.0,0.00024140090681612492,0.0002637880388647318,0.0020342919742688537,0.002046162961050868,0.002862387103959918,0.002881394000723958,,ARC-AGI-2,training
ff2825db,von_neumann_r2,13,139,7889,8,7897,14393,5977,4,10,11,200,2878600,1195400,1.0,1.0,0.0,0.0,0.0005044679855927825,0.0005342859076336026,0.00937972404062748,0.009407442063093185,0.008944849018007517,0.008959043072536588,,ARC-AGI-2,training
